entity_id,risk_score,top_factors,reason_text,intervention_tier,bias_flag
STU-01316,0.0828,"['Course', 'total_no_eval', ""Mother's qualification""]","Low risk. Key factors: (mitigating) chosen course of study, skipping evaluations, and (mitigating) mother's education level. No immediate action required.",Low,True
STU-01317,0.8949,"['Tuition fees up to date', 'approval_rate', ""Mother's occupation""]","High risk due to tuition payment status, low course approval rate, and mother's occupation. Immediate intervention recommended.",High,True
STU-01318,0.6314,"['approval_rate', 'Tuition fees up to date', 'Curricular units 1st sem (grade)']","Moderate risk influenced by low course approval rate, (mitigating) tuition payment status, and 1st semester grades. Review within 30 days advised.",Medium,True
STU-01319,0.151,"['Course', 'approval_rate', 'Curricular units 1st sem (grade)']","Low risk. Key factors: chosen course of study, (mitigating) low course approval rate, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-01320,0.0687,"['approval_rate', 'Displaced', 'Debtor']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) displacement status, and outstanding debt. No immediate action required.",Low,True
STU-01321,0.062,"[""Mother's occupation"", 'approval_rate', 'Admission grade']","Low risk. Key factors: (mitigating) mother's occupation, (mitigating) low course approval rate, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-01322,0.0653,"['approval_rate', 'Application order', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, application preference order, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-01323,0.0634,"['approval_rate', ""Father's occupation"", 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) father's occupation, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-01324,0.1241,"['Tuition fees up to date', 'Age at enrollment', 'approval_rate']","Low risk. Key factors: (mitigating) tuition payment status, (mitigating) age at enrollment, and low course approval rate. No immediate action required.",Low,True
STU-01325,0.0627,"['approval_rate', 'Curricular units 2nd sem (grade)', 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) 2nd semester grades, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-01326,0.1781,"['Previous qualification (grade)', 'approval_rate', 'Age at enrollment']","Low risk. Key factors: (mitigating) prior qualification grade, low course approval rate, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-01327,0.8982,"['approval_rate', 'Tuition fees up to date', ""Mother's occupation""]","High risk due to low course approval rate, tuition payment status, and mother's occupation. Immediate intervention recommended.",High,True
STU-01328,0.0625,"['approval_rate', 'Admission grade', 'Curricular units 1st sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) 1st semester grades. No immediate action required.",Low,True
STU-01329,0.1408,"['approval_rate', 'Gender', 'Age at enrollment']","Low risk. Key factors: low course approval rate, (mitigating) gender, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-01330,0.0648,"['approval_rate', 'Scholarship holder', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and admission grade level. No immediate action required.",Low,True
STU-01331,0.0857,"['approval_rate', 'Displaced', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) displacement status, and economic GDP conditions. No immediate action required.",Low,True
STU-01332,0.8909,"['approval_rate', 'Tuition fees up to date', 'Admission grade']","High risk due to low course approval rate, tuition payment status, and (mitigating) admission grade level. Immediate intervention recommended.",High,True
STU-01333,0.1111,"['approval_rate', 'Tuition fees up to date', 'Age at enrollment']","Low risk. Key factors: low course approval rate, (mitigating) tuition payment status, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-01334,0.063,"['approval_rate', ""Father's occupation"", 'Unemployment rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) father's occupation, and unemployment rate environment. No immediate action required.",Low,True
STU-01335,0.1059,"['Course', 'approval_rate', 'Unemployment rate']","Low risk. Key factors: chosen course of study, (mitigating) low course approval rate, and (mitigating) unemployment rate environment. No immediate action required.",Low,True
STU-01336,0.0765,"['approval_rate', 'Scholarship holder', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and age at enrollment. No immediate action required.",Low,True
STU-01337,0.2914,"['Tuition fees up to date', 'Debtor', 'approval_rate']","Low risk. Key factors: tuition payment status, outstanding debt, and (mitigating) low course approval rate. No immediate action required.",Low,True
STU-01338,0.6865,"['total_no_eval', 'approval_rate', 'Curricular units 2nd sem (grade)']","Moderate risk influenced by skipping evaluations, (mitigating) low course approval rate, and 2nd semester grades. Review within 30 days advised.",Medium,True
STU-01339,0.0632,"['approval_rate', 'Scholarship holder', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) scholarship support, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-01340,0.0632,"['approval_rate', 'Unemployment rate', 'Previous qualification (grade)']","Low risk. Key factors: (mitigating) low course approval rate, unemployment rate environment, and prior qualification grade. No immediate action required.",Low,True
STU-01341,0.2138,"['approval_rate', 'Tuition fees up to date', 'Application order']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) tuition payment status, and application preference order. No immediate action required.",Low,True
STU-01342,0.0625,"['approval_rate', ""Father's qualification"", 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) father's education level, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-01343,0.0862,"['approval_rate', 'Course', 'Application mode']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) application method. No immediate action required.",Low,True
STU-01344,0.8795,"['Tuition fees up to date', 'approval_rate', 'Debtor']","High risk due to tuition payment status, (mitigating) low course approval rate, and outstanding debt. Immediate intervention recommended.",High,True
STU-01345,0.0699,"['approval_rate', 'Unemployment rate', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) unemployment rate environment, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-01346,0.074,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) admission grade level. No immediate action required.",Low,True
STU-01347,0.0757,"['approval_rate', 'Application mode', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) application method, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-01348,0.0863,"['approval_rate', 'Tuition fees up to date', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, tuition payment status, and (mitigating) economic GDP conditions. No immediate action required.",Low,True
STU-01349,0.0652,"['approval_rate', 'Course', 'GDP']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and economic GDP conditions. No immediate action required.",Low,True
STU-01350,0.1464,"['approval_rate', 'Course', 'Curricular units 1st sem (enrolled)']","Low risk. Key factors: low course approval rate, (mitigating) chosen course of study, and (mitigating) 1st semester enrollment. No immediate action required.",Low,True
STU-01351,0.0663,"['approval_rate', ""Mother's occupation"", 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) mother's occupation, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-01352,0.0635,"['approval_rate', 'Course', 'Previous qualification (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) prior qualification grade. No immediate action required.",Low,True
STU-01353,0.9003,"['approval_rate', 'Course', 'Curricular units 2nd sem (evaluations)']","High risk due to low course approval rate, chosen course of study, and 2nd semester evaluation attempts. Immediate intervention recommended.",High,True
STU-01354,0.0625,"['approval_rate', 'Previous qualification (grade)', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) prior qualification grade, and (mitigating) admission grade level. No immediate action required.",Low,True
